字段,,turn_dept_code,拟转入科室编码,pat_admission_referral_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,admission_state_39,出院诊断入院病情39,emr_case_diag_info,,健康医疗数据规范-医疗应用数据-入院记录
字段,,dietary_habit,,pat_admission_notice_dupt,,健康医疗数据规范-健康状态数据-生活方式
字段,,anesth_method_code_5,麻醉方法5,pres_operation_record_bak,,健康医疗数据规范-医疗应用数据-麻醉记录
数据表,,emr_paper_emr_receive_record,纸质病历接收记录,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,anesthesia_end_time,麻醉结束时间,pres_operation_record_bak,,健康医疗数据规范-医疗应用数据-麻醉记录
数据表,,rul_dict_reference,字典引用表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,civil_account_balance,公务员账户余额#|#|,ins_inp_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,insur_fund_pay,医保报销金额,ins_inp_single_disease_reg,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,account_dept_code,核算科室代码,cha_inp_charge_detail,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,present_addr_village,现住地址-村(街、路、弄等）,dm_smi_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,apply_dept_code,申请科室,pres_day_operation_guide,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,admission_state_8,出院诊断入院病情8,emr_case_diag_info,,健康医疗数据规范-医疗应用数据-入院记录
数据表,,app_return_drug_detail,退药细表,,,健康医疗数据规范-医疗应用数据-用药信息-药品名称;健康医疗数据规范-医疗应用数据-用药信息-药品编码;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_assist_1_2,手术一助2,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,event_no,住院号/挂号号,pat_blood_breaks_info_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,operation_code_22,手术编码22,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,guardian_addr_province,监护人地址-省（自治区、直辖市）,dm_smi,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,exec_dept_code,执行科室代码,pres_inp_pres_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,com_apply_exec_dept_config,开单与执行科室配置#|主要是为了解同个项目有多个执行科室的问题。,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,por_msg_board_detail,留言板细表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,phone,联系电话,dru_mailing_record,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operation_name_16,手术名称16,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,report_text_1,诊断（检查）所见,por_crisis_record_et,,
数据表,,app_dept_lay_drug_detail,住院摆药汇总细表,,,健康医疗数据规范-医疗应用数据-用药信息-药品名称;健康医疗数据规范-医疗应用数据-用药信息-药品编码;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,dept_code,科室代码,por_dept_staff_config,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,emr_nursing_extend_record,护理记录扩展信息,,,健康医疗数据规范-医疗应用数据-护理记录
字段,,normal_result,正常范围,emr_crisis_details_record,,
数据表,,kno_assess_score_item,评估评分项目,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operation_date_1,"手术日期1 格式 yyyy-MM-dd HH:mm:ss",emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,operation_name_18,手术名称18,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,msg_event_class_dict,事件类别字典,,,
数据表,,mob_items_counting_master,科室物品清点主表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,patient_id,病人ID,pat_his_relate_emr_template_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,zy_serror_log,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,cancel_operator_name,取消人名称,set_item_order_master,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,in_dept_code,病人所在科室#|#|,app_inp_apply_sheet,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,sel_trade_log,自助交易日志,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,patient_id,,cha_outp_charge_detail_cache_upt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,admission_condition_code_15,入院病情15,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,operation_code_30,手术编码30,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,recover_execute_operator,恢复人,mob_pda_dosage_vein_carry_record,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operation_assist_2_12,手术二助12,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,present_address_door_num,现住址-门牌号码,emr_medical_record_data_record,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,patient_id,病人ID,com_dog_hurt_prexent_records,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,drug_name,药品名称#|#|,app_dept_return_drug_detail,,健康医疗数据规范-医疗应用数据-用药信息-药品名称
字段,,dept_code,科室代码,emr_nursing_intips_dict,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,com_staff_photo_picture,员工相片图片表,,健康医疗数据规范-个人属性数据-个人身份信息-可识别个人的影像图像,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,event_no,住院号,emr_case_operation_info,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,continue_dept_code,续写科室id（作废）),emr_continue_content,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,bil_lay_drug_records,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,apply_no,单据号#|#|,app_outp_lay_drug_pool_examina,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,event_no,住院号,emr_case_basic_info,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,guardian_tel_no,监护人电话号码,dm_smi,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,allergy_history,过敏史,emr_dump_outpatient,,健康医疗数据规范-健康状态数据-过敏史
数据表,,dic_sys_param_custom,系统参数定制表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,qua_tq_record_detail_pool,病历时限记录池细表#|在时限记录关闭后转存到正式表,,,
数据表,,mob_items_detail_dict,物品清单字典,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
字段,,patient_id,病人ID,pres_inp_drug_print_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,set_settle_order_master,结算中心结算订单主表,,健康医疗数据规范-个人属性数据-个人身份信息-社保卡;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
数据表,,emr_nursing_symptom_dept,护理症状与科室映射表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,modify_staff_name,修改者姓名,emr_treatment_record_log,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,confirmed_diag_dep_name,确诊医生科室名称,dm_smi_diagnose,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,dic_doctor_common_word,医生常用语字典,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,trade_money,交易金额,cha_outp_wallet_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,patient_id,病人ID#|#|,app_inp_apply_sheet_pool,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,rul_rule_cost_check,费用核查规则表,,,
数据表,,pres_apply_emr_dump_info,申请单病历转储表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,secondary_unit,二级单位,pat_prepay_register_info,,
字段,,skin_test_code,皮试项目代码,dic_drug_dict,,
字段,,trade_money,充值金额,cha_staff_prepay_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,complain_gist_id,主诉依据ID,tri_triage_record,,健康医疗数据规范-健康状态数据-主诉
数据表,,cha_inp_charge_to_outp,住院费用转入门诊,,健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-转诊（院）记录
字段,,pre_balance,期初预交款累计款余额,cha_inp_charge_verify_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,app_outp_lay_drug_records,门诊摆药记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-用药信息-药品名称;健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗应用数据-用药信息-药品编码;健康医疗数据规范-医疗应用数据-用药信息-药品用量;健康医疗数据规范-医疗应用数据-医嘱信息;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,event_no,住院号,mob_inspect_status,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,operation_anesth_method_6,手术麻醉方式6,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,updoctor_resi_dept,上级医生住院科室,pat_in_hospital,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,com_dog_hurt_prexent_records,犬伤病人预防接种登记表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-用药信息-给药方式;健康医疗数据规范-公共卫生数据-传染病疫情数据
字段,,cost,,cha_outp_charge_detail_upt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,patient_id,病人ID,cha_unified_pay_trade_log,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,dic_infusion_bed_info,输液区床位信息,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,健康医疗数据规范-医疗应用数据-入院记录
字段,,operation_anesth_doctor_11,手术麻醉师11,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,operation_code_28,手术编码28,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,patient_id,,pres_inp_check_elec_record_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,etpl_emr_dept,emr3科室表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,patient_id,病人ID,pat_abortion_visit,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,anaesthesia_doctor,麻醉医师,emr_dump_operation_record,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
数据表,,emr_nursing_shift_content,科室交班内容主表,,,
数据表,,meta_tab_column_extend,表列扩展信息,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,register_addr_town,户籍地址-乡（镇、街道办事处）,dm_malignancy,健康医疗数据规范-个人属性数据-人口统计信息-住址,
数据表,,mob_jh_webservice_cfg,嘉和集成平台相关配置表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,dic_business_template_config,业务模版配置#|主要用于配置某个业务使用哪个模版或者那个票据,,,
字段,,dosage,剂量#|#|,app_outp_lay_drug_records,,健康医疗数据规范-医疗应用数据-用药信息-药品用量
字段,,diag_name_17,诊断名称17,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,insur_deposit_balance,储蓄账户余额,ins_account_pay_for_settle_info,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,discussion_list,参加讨论人员名单,emr_dump_discuss_differ_case_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operation_name_32,手术名称32,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,cost,总金额,cha_orders_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,dept_code,药房科室代码,dru_oupt_send_drug_pool_new,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,cancel_operator,作废人,app_lay_physic_records_vein,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operation_anesth_method_4,手术麻醉方式4,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,center_item_order_no,中心项目订单流水号,set_order_refund_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,order_content,医嘱内容,emr_dump_stage_summary,,健康医疗数据规范-医疗应用数据-医嘱信息
字段,,operation_name_27,手术名称27,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,pat_targeted_card_detail,病人靶向卡管理细表,,,健康医疗数据规范-医疗应用数据-病程记录;健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,patient_id,,pat_narco_card_master_upt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,exec_dept_code,执行科室编码,set_item_order_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,patient_id,病人ID#|#|,cha_outp_orders_detail,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,transfuse_doctor_code,输血医生,pres_operation_record_bak,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,operatiion_class2,"主要手术-麻醉分级  主要手术-麻醉分级",emr_case_appendix_info_lz,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,dept_code,科室代码,emr_nursing_work_arrange,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,fee_total,住院总费用,emr_case_fee_info,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,patient_id,病人ID#|#|,cha_outp_prepay_acct_mast,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,apply_dept_name,处方开单科室,dru_instead_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,pay_mode_code,支付方式,set_wallet_trade_record_old,,
字段,,dosage,剂量,pres_antib_apply_record,,健康医疗数据规范-医疗应用数据-用药信息-药品用量
字段,,admission_state_26,出院诊断入院病情26,emr_case_diag_info,,健康医疗数据规范-医疗应用数据-入院记录
字段,,operation_name_2,手术名称2,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,insur_disease_code,医保特殊病种代码#|#|,ins_outp_register_info,,
字段,,anesth_start_time,麻醉开始时间,pres_add_operation_record,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,patient_id,病人ID#|#|,ins_inp_register_info,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,dm_hyper_diagnose,疾病管理-高血压患者管理信息-确诊,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-人口统计信息-民族;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-诊断信息-诊断时间;健康医疗数据规范-医疗应用数据-诊断信息-疾病名称;健康医疗数据规范-医疗应用数据-诊断信息-诊断医生
字段,,nursing_dept_code,护理科室代码,dic_dept_ward_config,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,certificate_id,,pat_narco_card_master_upt,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,birth_date,出生日期,pat_triage_record_mid,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,event_no,住院号,emr_case_patient_info,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,diag_name_36,诊断名称36,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,operation_anesth_doctor_15,手术麻醉师15,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,trade_money,交易金额,cha_orders_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,nursing_dept_code,护理科室代码#|#|,app_inp_lay_drug_pool,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,operation_assist_1_27,手术一助27,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,admission_condition_code_15,入院病情15,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,operation_name_11,手术名称11,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,diag_code_9,诊断编码9,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,operation_code,再次手术代码,pres_unplanned_reoperation_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,com_reg_extra_charge_config,科室挂号附加费配置表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,anesthesia_start_time,麻醉开始时间,pres_operation_record_bak,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,dept_code,科室编码,scr_queue_dept_rule,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,event_no,住院号,pat_baby_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,operation_anesth_doctor_34,手术麻醉师34,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,item_derate_cost,项目减免金额,set_item_order_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,dur_online_dosage_master,线上药房发药主表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,anesth_end_time,麻醉结束时间,pres_add_operation_record,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,user_id_,,act_hi_comment,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,pres_blood_apply_record,用血申请单记录,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-健康状态数据-既往病史;健康医疗数据规范-健康状态数据-过敏史;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据;健康医疗数据规范-医疗应用数据-输血记录;健康医疗数据规范-健康状态数据-检验检查数据
字段,,patient_id,病人ID,msg_message_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,operation_code_6,手术编码6,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,operation_level_37,手术操作级别37,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,patient_name,,pat_dayoper_inp_info_upt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,print_operator,打印人,app_disp_peritoneal_send,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,birth_date,出生日期,pat_id_card_info,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,event_no,病人住院号,qua_score_emr_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,creator_name,创建人姓名,act_template,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,cha_inp_account_prepay_detl,住院结账预交金支付明细表,,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
数据表,,pres_outp_observed_pres_record,门诊留观处方记录,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-医疗应用数据-门（急）诊病历
数据表,,dvp_machine_local_param,客户端本地参数配置,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,mob_message_type_dict,消息类别字典表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operation_time_13,手术日期13,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,operation_duration,手术持续时间,emr_dump_case_operation,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,medc_way_dscr,,zy_fee_list_d,,
字段,,dept_code,登录科室,por_token_check_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,application_function_stardard,信息系统功能规范,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,patient_id,,pres_add_operation_record_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,emr_case_dict_detail,新病案首页字典细表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,event_no,病人住院号,emr_nursing_data_log,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,derate_cost,减免金额#|#|,cha_inp_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,insur_card_no,医保卡号,ins_inp_trade_log,健康医疗数据规范-个人属性数据-个人身份信息-社保卡,
字段,,operation_code_9,手术编码9,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,patient_id,病人ID,emr_patient_rollback_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,patient_name,,emr_borrow_paper_info_upt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,emr_nursing_work_arrange_detl,排班记录明细表,,,
字段,,patient_id,病人id,emr_case_appendix_info,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,event_no,住院号#|#|,pres_day_operation_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,operation_code_31,手术编码31,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,patient_id,,emr_nursing_stat_backup,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,create_dept_code,创建科室代码,emr_nursing_symptom_dict,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,card_no,健康卡号,emr_case_basic_info,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,after_balance,操作后余额,set_wallet_trade_record_old,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_time_1,手术日期1,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,operate_level_code_2,手术等级2,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,dept_code,科室,dru_inp_lay_drug_cond_relation,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,input_way_dict,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,patient_id,病人ID,emr_data_manage_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,blood_type,血型,pat_basic_info_extend,健康医疗数据规范-个人属性数据-人口统计信息-住址,
数据表,,dic_drug_form_dict,药品剂型字典,,,
数据表,,mob_nursing_work_module_dict,移动护理工作任务模块字典,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operate_level_code,手术级别,emr_dump_case_operation,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
数据表,,emr_archive_record,病历归档记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-门（急）诊病历
数据表,,pat_outp_patient_diagnosis,门诊病人诊断表,,健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称;健康医疗数据规范-医疗应用数据-门（急）诊病历;健康医疗数据规范-医疗应用数据-诊断信息-疾病类型
字段,,report_time,报告时间,emr_crisis_details_record,,
字段,,exec_dept_code,,com_bill_exec_dept_config_zs_back,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,account_no,结账号#|#|,cha_inp_account_prepay_detl,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,diag_name,诊断名称,ins_settlement_record_diseinfo,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
数据表,,gcypspm,,,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,apply_trans_dept,申请转入科室,com_staff_trans_dept_apply_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,event_no,住院号,emr_non_standard_doc_basic_info,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,source_patient_name,,emr_course_basic_info_upt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,diag_code_3,诊断编码3,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,operation_time_18,手术日期18,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,opter_name,经办人姓名,ins_settlement_record_oprninfo,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,general_class_dict,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,tester_name,检查（测）人员姓名,dm_smi_acceexam,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,diag_code_13,诊断编码13,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,regcost_charge,,pat_outp_patient_clinic_info_upt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,insur_other_fund_payments,医保其他基金支付,ins_outp_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
数据表,,general_give_dict,,,,
数据表,,etpl_de_rlt,病历模板数据元关联表,,,
字段,,operation_time_17,手术日期17,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,operation_assist_1_12,手术一助12,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,phone,电话,pat_special_patient_management,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operation_assistant_group_dept_code_1,第一助手医疗组对应科室,pres_operation_apply_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,operation_code_1,手术编码1,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,pat_sick_in_dept_apply,患者入科申请,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-医疗应用数据-入院记录
数据表,,object_index,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,drug_code,药品代码,dru_rational_check_result,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
